field_id,date_of_image,latitude,longitude,NDVI,GNDVI,NDWI,SAVI,soil_moisture,temperature,rainfall,crop_type,yield,Unnamed: 13,Unnamed: 14
Field_5,16-05-2023,30.69708764,76.51908279,0.204320853,0.302233119,-0.302233119,0.306447025,33.54432348,13.55247049,13.15865769,Wheat,41.75163646,,
Field_5,31-05-2023,30.69708764,76.51908279,0.237385391,0.307183824,-0.307183824,0.356039097,32.95383483,3.181951511,12.79833983,Wheat,42.75317497,,
Field_5,15-06-2023,30.69708764,76.51908279,0.215685429,0.30606361,-0.30606361,0.323486346,33.23265688,22.69539717,12.75412328,Wheat,41.90812685,,
Field_5,30-06-2023,30.69708764,76.51908279,0.170041412,0.117409921,-0.117409921,0.255033597,43.33229535,25.48800523,13.38350356,Wheat,43.44173269,,
Field_5,15-07-2023,30.69708764,76.51908279,0.09601938,0.137009889,-0.137009889,0.144010435,43.087413,23.09288341,31.47936263,Wheat,51.52706959,,
Field_5,14-08-2023,30.69708764,76.51908279,0.679668449,0.63531826,-0.63531826,1.019386142,11.68087522,25.6153555,15.95935291,Wheat,56.44086788,,
Field_5,29-08-2023,30.69708764,76.51908279,0.694155109,0.636246564,-0.636246564,1.041113503,11.48552153,24.43021635,8.941151264,Wheat,42.92009805,,
Field_5,13-09-2023,30.69708764,76.51908279,0.381001226,0.247942546,-0.247942546,0.571406896,34.51222301,10.61869702,15.00540432,Wheat,50.44206954,,
Field_5,28-09-2023,30.69708764,76.51908279,0.577300013,0.508206585,-0.508206585,0.86584424,19.21722882,11.03417784,8.19793688,Wheat,40.41625179,,
Field_5,13-10-2023,30.69708764,76.51908279,0.476023792,0.511690534,-0.511690534,0.713940732,20.07364447,20.15209097,7.284441733,Wheat,36.45182854,,
Field_5,28-10-2023,30.69708764,76.51908279,0.270910992,0.33213754,-0.33213754,0.406312916,31.33719631,11.74745445,5.873275183,Wheat,31.33980908,,
Field_5,11-12-2023,30.69708764,76.51908279,0.298126825,0.35905039,-0.35905039,0.447123424,29.68495667,0.999856278,6.053904501,Wheat,31.96577065,,
Field_5,27-11-2023,30.69708764,76.51908279,0.459149752,0.51397462,-0.51397462,0.688606969,20.12934151,6.496816709,5.677593421,Wheat,46.19596358,,
Field_5,12-12-2023,30.69708764,76.51908279,0.685012289,0.628431025,-0.628431025,1.027369921,11.97799156,4.650432001,8.878119158,Wheat,42.69057881,,
Field_5,27-12-2023,30.69708764,76.51908279,0.10241311,0.10665215,-0.10665215,0.153611222,44.57231351,-3.845887962,13.17371014,Wheat,41.82466531,,
Field_6,31-01-2023,29.21932823,76.20313269,0.734908925,0.668472678,-0.668472678,1.102235597,9.42370171,8.470341122,16.58120697,Wheat,58.40221412,,
Field_6,15-02-2023,29.21932823,76.20313269,0.265605956,0.286030856,-0.286030856,0.398381503,33.74578476,12.47520171,5.934425734,Wheat,31.86144372,,
Field_6,03-02-2023,29.21932823,76.20313269,0.686032556,0.653084563,-0.653084563,1.028925988,10.70865431,11.0554771,8.829198717,Wheat,42.34629995,,
Field_6,17-03-2023,29.21932823,76.20313269,0.554917003,0.546300492,-0.546300492,0.832280475,17.50058232,14.55577761,16.97539282,Wheat,53.58231006,,
Field_6,04-01-2023,29.21932823,76.20313269,0.227480445,0.372060929,-0.372060929,0.341175433,29.74208431,8.328404701,0.243661424,Wheat,39.47730944,,
Field_6,16-04-2023,29.21932823,76.20313269,0.173985529,0.318613507,-0.318613507,0.260953216,33.01768012,26.18993827,5.038805363,Wheat,27.81355892,,
Field_6,05-01-2023,29.21932823,76.20313269,0.157967618,0.295596825,-0.295596825,0.236925907,34.3566014,13.70844953,3.909872122,Wheat,37.98543437,,
Field_6,16-05-2023,29.21932823,76.20313269,0.127140041,0.238341573,-0.238341573,0.190691612,37.59514297,16.0064954,13.0655207,Wheat,39.71726137,,
Field_6,31-05-2023,29.21932823,76.20313269,0.161762248,0.270859973,-0.270859973,0.242620287,35.58101908,29.4692398,13.0655207,Wheat,40.55187679,,
Field_6,15-06-2023,29.21932823,76.20313269,0.145360145,0.248003755,-0.248003755,0.218019194,36.91567009,30.85686925,0.686767721,Wheat,38.24625169,,
Field_6,30-06-2023,29.21932823,76.20313269,0.073895019,0.130381322,-0.130381322,0.110821926,43.65184992,32.99342308,12.51516575,Wheat,41.17783836,,
Field_6,14-08-2023,29.21932823,76.20313269,0.485586486,0.485823919,-0.485823919,0.728291985,21.29684428,29.92105643,6.512063241,Wheat,47.65654057,,
Field_6,29-08-2023,29.21932823,76.20313269,0.564954122,0.541301291,-0.541301291,0.847332516,17.65335555,27.98986495,8.00978134,Wheat,39.41471328,,
Field_6,13-09-2023,29.21932823,76.20313269,0.642854146,0.604500114,-0.604500114,0.964153523,13.6305643,28.14502278,16.96034038,Wheat,56.05485825,,
Field_6,28-09-2023,29.21932823,76.20313269,0.57341012,0.562318058,-0.562318058,0.860014734,16.49378752,23.48481218,8.036123116,Wheat,39.41471328,,
Field_6,13-10-2023,29.21932823,76.20313269,0.526608222,0.538461337,-0.538461337,0.789817438,18.18999784,11.59945622,7.673923701,Wheat,37.98543437,,
Field_6,28-10-2023,29.21932823,76.20313269,0.27330322,0.342268786,-0.342268786,0.409906865,30.79541909,24.82967037,5.871393628,Wheat,31.27721292,,
Field_6,11-12-2023,29.21932823,76.20313269,0.113477656,0.128304464,-0.128304464,0.170198722,43.35365088,6.654316716,4.94566837,Wheat,28.94028974,,
Field_6,27-11-2023,29.21932823,76.20313269,0.316196223,0.36204393,-0.36204393,0.474231953,29.34755299,26.57090094,3.163835406,Wheat,43.05572306,,
Field_6,12-12-2023,29.21932823,76.20313269,0.392172325,0.413842014,-0.413842014,0.588175862,25.92658203,6.523393427,13.94891096,Wheat,47.69827134,,
Field_6,27-12-2023,29.21932823,76.20313269,0.594554525,0.5598772,-0.5598772,0.89171188,16.40248324,14.71720516,16.61695652,Wheat,54.69860819,,
Field_7,01-01-2023,23.54870209,77.3613415,0.762607218,0.680534545,-0.680534545,1.143760068,8.524890844,14.48249821,9.448230444,Maize,44.37024235,,
Field_7,16-01-2023,23.54870209,77.3613415,0.770715253,0.703479054,-0.703479054,1.155932937,7.270437606,14.41205366,9.467045998,Maize,43.99466541,,
Field_7,31-01-2023,23.54870209,77.3613415,0.683767701,0.595254919,-0.595254919,1.025534517,13.68481938,10.76787097,8.944914374,Maize,43.16004999,,
Field_7,15-02-2023,23.54870209,77.3613415,0.78682436,0.7415597,-0.7415597,1.180092684,5.161353119,12.33596592,9.521611105,Maize,43.87990579,,
Field_7,03-02-2023,23.54870209,77.3613415,0.668760623,0.667731553,-0.667731553,1.003019137,10.13711104,5.979251707,8.6401024,Maize,41.44908837,,
Field_7,17-03-2023,23.54870209,77.3613415,0.552288135,0.575828319,-0.575828319,0.828311108,16.01961073,25.37069921,15.1540472,Maize,52.00697346,,
Field_7,04-01-2023,23.54870209,77.3613415,0.23446658,0.356228754,-0.356228754,0.351653205,30.47919582,5.986267313,5.491319437,Maize,29.55581862,,
Field_7,16-04-2023,23.54870209,77.3613415,0.188242923,0.305727842,-0.305727842,0.282329509,33.53006951,28.00610409,5.196856016,Maize,28.5647128,,
Field_7,05-01-2023,23.54870209,77.3613415,0.229678587,0.319827656,-0.319827656,0.344472275,32.38689415,6.819805005,13.23674224,Maize,42.50279034,,
Field_7,16-05-2023,23.54870209,77.3613415,0.19904739,0.285454825,-0.285454825,0.29852457,34.45495368,21.56425448,12.75506406,Maize,41.58471338,,
Field_7,31-05-2023,23.54870209,77.3613415,0.217402694,0.321227035,-0.321227035,0.32605609,32.44080792,12.97547015,5.420761109,Maize,29.45149169,,
Field_7,15-06-2023,23.54870209,77.3613415,0.1818548,0.294370098,-0.294370098,0.272742058,34.17528663,34.69150333,5.16675113,Maize,28.49168395,,
Field_7,29-08-2023,23.54870209,77.3613415,0.773158143,0.707907764,-0.707907764,1.159623042,7.019339401,30.22474509,16.21900755,Maize,58.08923334,,
Field_7,13-09-2023,23.54870209,77.3613415,0.773158143,0.707907764,-0.707907764,1.159623042,7.019339401,19.23056862,16.70068574,Maize,58.36048335,,
Field_7,13-10-2023,23.54870209,77.3613415,0.39423399,0.461598503,-0.461598503,0.591264069,23.46687148,11.93705088,6.671054673,Maize,34.07317458,,
Field_7,28-10-2023,23.54870209,77.3613415,0.32414572,0.405149443,-0.405149443,0.486136815,27.06520986,18.25045189,6.178087158,Maize,32.25788604,,
Field_7,11-12-2023,23.54870209,77.3613415,0.371031134,0.475474527,-0.475474527,0.556435399,22.99526886,8.183966457,13.89622741,Maize,45.8829828,,
Field_7,27-11-2023,23.54870209,77.3613415,0.379447501,0.39820159,-0.39820159,0.569076734,26.85520746,13.19203159,7.871487018,Maize,44.93360776,,
Field_7,12-12-2023,23.54870209,77.3613415,0.669679027,0.574558331,-0.574558331,1.004380151,14.88556346,11.99251511,8.867770603,Maize,42.94096344,,
Field_7,27-12-2023,23.54870209,77.3613415,0.669679027,0.574558331,-0.574558331,1.004380151,14.88556346,11.94041564,8.867770603,Maize,42.94096344,,
Field_8,01-01-2023,15.17150083,75.82808825,0.326479626,0.42268151,-0.42268151,0.489645494,26.14611,21.4186911,6.157390048,Maize,32.07009757,,
Field_8,16-01-2023,15.17150083,75.82808825,0.320010118,0.458136494,-0.458136494,0.47994592,24.40169586,23.17752637,12.99119926,Maize,43.68168463,,
Field_8,31-01-2023,15.17150083,75.82808825,0.2788471,0.414264912,-0.414264912,0.418210248,27.0623633,20.62948484,5.750974082,Maize,30.35913596,,
Field_8,15-02-2023,15.17150083,75.82808825,0.279485097,0.4311989,-0.4311989,0.419172337,26.19112406,25.0657269,5.717106085,Maize,30.11918403,,
Field_8,03-02-2023,15.17150083,75.82808825,0.27436763,0.431399129,-0.431399129,0.411500597,26.23316352,17.5463765,5.671007977,Maize,29.92096286,,
Field_8,17-03-2023,15.17150083,75.82808825,0.231650821,0.387156783,-0.387156783,0.347430209,28.92863251,21.55383881,5.393478556,Maize,28.96115513,,
Field_8,04-01-2023,15.17150083,75.82808825,0.221793112,0.389083678,-0.389083678,0.332648799,28.93091237,17.76317655,5.300341564,Maize,28.55428011,,
Field_8,16-04-2023,15.17150083,75.82808825,0.213143222,0.392511307,-0.392511307,0.319680212,28.84422285,23.76538371,5.21567157,Maize,28.16827048,,
Field_8,05-01-2023,15.17150083,75.82808825,0.066829053,0.093085181,-0.093085181,0.100231307,45.62851775,20.38358033,4.611692287,Maize,29.62884747,,
Field_8,16-05-2023,15.17150083,75.82808825,0.202823854,0.393883743,-0.393883743,0.304203517,28.87953068,38.09060325,5.119712245,Maize,27.75096277,,
Field_8,31-05-2023,15.17150083,75.82808825,0.187829785,0.37315718,-0.37315718,0.281715014,30.0910521,30.46293682,10.37019259,Maize,28.02221278,,
Field_8,13-10-2023,15.17150083,75.82808825,0.600550598,0.592059602,-0.592059602,0.900724571,14.69787199,39.72765406,15.86809747,Maize,54.01005047,,
Field_8,28-10-2023,15.17150083,75.82808825,0.326504803,0.397942506,-0.397942506,0.489708003,27.40913453,24.27023032,6.215718266,Maize,32.45610721,,
Field_8,11-12-2023,15.17150083,75.82808825,0.329842604,0.40207887,-0.40207887,0.494685874,27.16382519,19.07415708,13.27719568,Maize,45.10053084,,
Field_8,27-11-2023,15.17150083,75.82808825,0.338060403,0.449166417,-0.449166417,0.507011967,24.67540187,29.39259057,6.198784267,Maize,32.10139565,,
Field_8,12-12-2023,15.17150083,75.82808825,0.317818615,0.418534164,-0.418534164,0.476659077,26.44634545,15.53484293,6.089654054,Maize,31.79884756,,
Field_8,27-12-2023,15.17150083,75.82808825,0.288806183,0.418179605,-0.418179605,0.433148215,26.7607511,20.80115625,5.830940186,Maize,30.68254943,,
Field_9,16-01-2023,25.5450625,84.97383098,0.383495926,0.385259925,-0.385259925,0.575149001,27.47471941,14.65802682,14.19163161,Maize,47.93822328,,
Field_9,31-01-2023,25.5450625,84.97383098,0.376542965,0.324264212,-0.324264212,0.564732384,30.66043681,12.58819336,6.83569077,Maize,35.54418427,,
Field_9,15-02-2023,25.5450625,84.97383098,0.633705237,0.627633275,-0.627633275,0.950407267,12.54272064,14.39035038,8.420901195,Maize,40.71879988,,
Field_9,03-02-2023,25.5450625,84.97383098,0.611699534,0.589051664,-0.589051664,0.917413179,14.73760777,8.941489762,14.98282566,Maize,53.99961777,,
Field_9,17-03-2023,25.5450625,84.97383098,0.543902705,0.545733824,-0.545733824,0.815745606,17.64200652,16.44350385,14.46445714,Maize,51.77745421,,
Field_9,04-01-2023,25.5450625,84.97383098,0.362210366,0.448770759,-0.448770759,0.543229865,24.44896539,8.914717125,6.415163138,Maize,33.040338,,
Field_9,16-04-2023,25.5450625,84.97383098,0.263412022,0.383564838,-0.383564838,0.395067474,28.78767974,19.76316407,5.686060421,Maize,30.24437634,,
Field_9,05-01-2023,25.5450625,84.97383098,0.321281709,0.388084205,-0.388084205,0.481859569,27.96588529,13.99049495,13.2555578,Maize,44.97533853,,
Field_9,16-05-2023,25.5450625,84.97383098,0.307265309,0.395098731,-0.395098731,0.460839763,27.75084067,20.25557495,6.050141391,Maize,31.75711679,,
Field_9,31-05-2023,25.5450625,84.97383098,0.305885982,0.387500077,-0.387500077,0.458772103,28.15294806,21.66282371,6.055786057,Maize,31.83014564,,
Field_9,15-06-2023,25.5450625,84.97383098,0.285185327,0.407479753,-0.407479753,0.427726171,27.34411163,27.23500446,13.09468481,Maize,43.19134807,,
Field_9,29-08-2023,25.5450625,84.97383098,0.677957346,0.593383751,-0.593383751,1.016812084,13.83970982,26.90717088,15.70346137,Maize,56.88947367,,
Field_9,28-09-2023,25.5450625,84.97383098,0.682561923,0.584518154,-0.584518154,1.023719757,14.24539995,24.8127179,16.12587056,Maize,57.44240639,,
Field_9,13-10-2023,25.5450625,84.97383098,0.699194144,0.632071335,-0.632071335,1.048645779,11.64726395,15.10279495,8.99571637,Maize,43.18091537,,
Field_9,28-10-2023,25.5450625,84.97383098,0.590777535,0.567623835,-0.567623835,0.886045156,16.04548014,10.87413897,14.83794589,Maize,53.44668506,,
Field_9,11-12-2023,25.5450625,84.97383098,0.465109249,0.487582483,-0.487582483,0.697555671,21.41617581,10.12380438,7.243988292,Maize,36.41009777,,
Field_9,27-11-2023,25.5450625,84.97383098,0.40752919,0.46147401,-0.46147401,0.611205835,23.33744642,22.49293702,14.29041327,Maize,47.72956942,,
Field_9,12-12-2023,25.5450625,84.97383098,0.337189696,0.362113607,-0.362113607,0.50571222,29.12959129,7.031918516,13.23297913,Maize,45.98730973,,
Field_9,27-12-2023,25.5450625,84.97383098,0.368316561,0.369377014,-0.369377014,0.552405914,28.4407952,5.746996227,13.82755064,Maize,47.40615594,,
Field_10,01-01-2023,26.85633861,75.97532686,0.439753752,0.503379965,-0.503379965,0.659537999,20.86843979,6.561077004,6.979629759,Bajra,35.17904002,,
